Marca,Nome do Produto,EAN,Preço com Desconto,Preço sem Desconto,Valor do Desconto
EUROFARMA GENERICO,"Drospirenona + Etinilestradiol 3mg + 0,03mg com 63 Comprimidos - Eurofarma Genérico",7891317021931,45.1,122.14,77.04
EMS GENERICO,Clor venlafaxina 75mg com 30 Cápsulas - EMS Genérico,7896004746388,36.9,86.72,49.82
EMS GENERICO,Cetoconazol Shampoo 100ml - EMS Genérico,7896004700984,24.99,62.33,37.34
CIMED,Omeprazol 20mg com 28 Cápsulas - Cimed Genérico,7896523227184,5.87,26.69,20.82
ACHE RX,"Laxime 0,15% Solução Oftálmica 10ml - Ache",7896658034541,53.66,59.62,5.96
PRATI DONADUZZI GENERICO,Dipirona Monoidratada 1g 10 Comprimidos - Prati Donaduzzi Genérico,7899547500356,10.19,15.04,4.85
EMS GENERICO,Clor paroxetina 20mg com 30 Comprimidos - EMS Genérico,7896004737119,25.9,53.9,28.0
PRATI DONADUZZI GENERICO,Dicloridrato de Betaistina 24mg com 30 Comprimidos - PratiDonaduzzi Genérico,7899547510119,19.19,30.0,10.81
CIFARMA SIMILAR,Florent 200mg - 4 sachês,7898158692238,18.9,18.9,0.0
ACHE RX,Diosmin 900mg + 100mg com 30 Comprimidos Revestidos - Ache,7896658036477,126.4,148.7,22.3
ACHE RX,Sany D 2.000ui com 30 Cápsulas - Ache,7896658037917,20.56,24.19,3.63
EMS,Bifilac Geflora - 14 Sticks,7891142206718,76.6,93.99,17.39
ACHE RX,Sany D 1.000ui - 30 Cápsulas,7896658037924,14.05,16.53,2.48
ACHE RX,Sany D 2.000ui com 60 Cápsulas - Ache,7896658037948,37.01,43.54,6.53
MOMENTA,Olsar 40mg com 30 Comprimidos - Momenta,7891317019099,46.1,51.22,5.12
NEO QUIMICA GENERICO,Amoxicilina 250mg Suspensão de Uso Geral 150ml - Neo Química Genérico,7896714205731,27.42,32.21,4.79
MOMENTA,"Olsar H 40 + 12,5mg com 30 Comprimidos - Momenta",7891317019150,72.16,80.18,8.02
MOMENTA,Olsar H 40 + 25mg com 30 Comprimidos - Momenta,7891317019174,72.16,80.18,8.02
MOMENTA,Aloff Xarope 100ml - Momenta,7891317013905,65.6,72.89,7.29
MOMENTA,Olsar 20mg com 30 Comprimidos - Momenta,7891317019068,43.85,48.72,4.87
MOMENTA,"Olsar H 20 + 12,5mg com 30 Comprimidos - Momenta",7891317019129,63.4,70.44,7.04
EMS GENERICO,Cetoconazol + Betametasona + Neomicina Creme 30g - EMS Genérico,7896004705606,17.25,28.81,11.56
EMS GENERICO,Cetoconazol + Betametason + Neomicina Pomada 30g - EMS Genérico,7896004705590,17.99,34.74,16.75
EMS GENERICO,Aciclovir Creme 10gr - EMS Genérico,7896004771199,15.9,28.96,13.06
EMS GENERICO,"Carvedilol 6,25mg com 30 Comprimidos - EMS Genérico",7896004731285,10.9,53.89,42.99
CRISTALIA,Imipra 25mg com 20 Comprimidos - Cristalia,7896676436129,12.24,13.6,1.36
EMS,Pratium Gotas com 15ml - Hypera,7891142137135,32.3,35.89,3.59
APSEN,Lognis - 60 Comprimidos,7896637032551,205.31,221.49,16.18
EMS GENERICO,Cefalexina 500mg com 10 Comprimidos - EMS Genérico,7896004704692,20.99,37.95,16.96
HERTZ P-1,"Unha Sana - 2,5ml",7896331705591,87.17,108.45,21.28
MYRALIS,Dprev 14.000ui com 4 Comprimidos - Myralis,7898430193590,38.43,44.69,6.26
MOMENTA,Medato 10mg com 30 Comprimidos - Momenta,7891317019044,39.24,45.63,6.39
BIOSINTETICA,Dunia 35 com 21 Comprimidos - Ache,7898907313780,22.24,25.13,2.89
UNIAO QUIMICA GENOM,Lumier Age - 30 sachês,7896006218937,163.64,165.9,2.26
APSEN,Mag-B - 60 Cápsulas,7896637032568,134.9,165.9,31.0
APSEN,Mag-B com 30 Comprimidos - Apsen,7896637032575,79.9,92.99,13.09
SUPERA,Asea 40mg com 30 Comprimidos - Supera,7899420506987,45.03,50.03,5.0
HERTZ P-1,"Enemin 6,5g com 1 Bisnaga - Hertz",7896331706925,6.41,6.41,0.0
AIRELA,Fortice com 30 comprimidos - Eurofarma,7891317007560,151.18,187.99,36.81
MOMENTA,Bemove - 30 comprimidos,7891317023232,151.24,176.99,25.75
CIMED,Aceviton Imunidade com 60 Comprimidos Mastigáveis - Cimed,7897947600836,22.99,29.77,6.78
EUROFARMA RX,Attenze 10mg com 30 Comprimidos - Eurofarma,7891317010287,37.92,45.63,7.71
CIMED,Magnazia Pastilha - 10 Unidades,7898075318266,7.9,9.99,2.09
ACHE RX,Tormiv SL 10mg com 10 Comprimidos Sublinguais - Ache,7896658038112,33.42,38.86,5.44
EMS,Addera Cal 2.000UI com 90 Comprimidos - Hypera,7896094921139,188.63,219.34,30.71
TORRENT,Menelat ODT 30mg com 30 Comprimidos - Torrent,8903855082844,122.32,165.48,43.16
EMS,Alektos Xarope Pediátrico120ml - Hypera,7896094925137,75.78,88.12,12.34
SUPERA,Cibex 200mg com 10 Cápsulas - Supera,7899420508219,40.28,44.75,4.47
BAYER OTC,Flanax 550mg com 15 Comprimidos - Bayer,7891106913799,28.79,31.99,3.2
SUPERA,"Trol Par 37,5mg + 325mg com 10 Comprimidos - Supera",7899420507007,33.57,37.3,3.73
EMS,Amome 50mcg spray com 120 Doses de Suspensão de Uso Nasal - Hypera,7896094921375,65.39,68.83,3.44
BAYER OTC,Redoxon 500mg com 30 Comprimidos - Bayer,7891106914833,26.9,26.9,0.0
BRACE PHARMA RX,Olmy 40mg com 30 Comprimidos - Sigma Pharma,7894916510325,57.39,73.86,16.47
MOMENTA,Ezonia 3mg com 20 Comprimidos - Momenta,7891317025878,75.03,89.09,14.06
MOMENTA,Ezonia 2mg com 20 Comprimidos - Momenta,7891317025861,75.26,89.09,13.83
BRACE PHARMA RX,Quicard 35mg com 30 Comprimidos - Sigma Pharma,7896004775586,66.74,77.6,10.86
SUPERA,Trol 100mg com 10 Comprimidos - Supera,7899420501418,80.75,89.72,8.97
BRACE PHARMA RX,Nidue 100mg + 20mg com 12 Comprimidos - Sigma Pharma,7896004775623,64.19,71.32,7.13
SUPERA,TriploA 150mg com 10 Comprimidos - Supera,7899420507564,47.47,52.74,5.27
EMS,Amome 50mcg Spray com 60 Doses - Hypera,7896094921382,46.94,49.41,2.47
BAYER OTC,Flanax 550mg com 2 Comprimidos - Bayer,7891106912471,7.49,7.49,0.0
SUPERA,Vivosso - 30 Comprimidos,7899420508127,154.9,154.9,0.0
BIOLAB AVERT OTC,Sarcoplex com 30 Sachês - Biolab,7896112402602,250.62,322.9,72.28
ABV,Extrato de Própolis Verde Alecrim Plástico ABV - 30ml,7898937123625,10.99,10.99,0.0
ACHE RX,Tormiv SL 10mg com 20 Comprimidos Sublinguais - Ache,7896658038129,63.5,73.84,10.34
PHARLAB,Azitromicina 900mg Suspensão de Uso Oral 22.5ml - Pharlab Genérico,7898216365715,24.83,79.31,54.48
JJ OTC,Tylenol Sinus 500mg com 36 Comprimidos - JJ,7891010246952,30.65,35.64,4.99
EUROFARMA GENERICO,Levetiracetam 250mg com 30 Comprimidos - Eurofarma Genérico,7891317029272,37.92,46.66,8.74
EMS,Addera Cal 1.000UI com 90 Comprimidos - Hypera,7896094921160,169.96,197.63,27.67
EMS,Addera d3 2.000ui c/90 cpr,7896094919570,135.56,157.63,22.07
BIOLAB RX,Bhena 5mg com 30 Comprimidos - Biolab,7896112402480,70.0,77.78,7.78
JJ OTC,Tylenol 750mg - 10 Comprimidos,7891010256715,21.5,23.89,2.39
EMS,Benegrip Imuno Energy com 10 Comprimidos Efervescentes - Hypera,7896094921948,18.9,27.9,9.0
SANKYO PHARMA,Desventag 100mg com 30 Comprimidos - Sankyo Pharma,7897411650589,109.25,140.07,30.82
BIOLAB RX,Bhena 10mg com 30 Comprimidos - Biolab,7896112402497,70.0,77.78,7.78
ACHE RX,"Bravan HCT 80mg 12,5mg com 30 Comprimidos - Ache",7896658018800,67.36,75.07,7.71
ACHE RX,Bravan HCT 160mg 25mg com 30 Comprimidos - Ache,7896658018787,68.3,75.07,6.77
GLOBO,Prednisona 20mg com 10 Comprimidos - Globo Genérico,7899620912151,10.3,16.16,5.86
PRATI DONADUZZI GENERICO,Carbocisteina Xarope Adulto 100ml - PratiDonaduzzi Genérico,7898148293353,26.24,26.24,0.0
TORRENT,"Iccor 1,25mg com 30 Comprimidos - Torrent",8902220114142,42.07,54.59,12.52
ACHE RX,Trezor 40mg com 30 Comprimidos - Ache,7896658048593,150.14,192.7,42.56
PHARLAB,Dicazid MR 30mg com 30 Comprimidos - Pharlab,7898216370238,19.23,20.61,1.38
MEDLEY GENERICOS,Dipirona Monoidratada 50mg 100ml - Medley Genérico,7896422506243,17.99,22.63,4.64
EUROFARMA RX,Iban 150mg com 1 Comprimido - Eurofarma,7891317007614,46.77,56.86,10.09
CIMED,Lavitan Vitamina - D 30ml - Cimed,7897947600775,34.9,34.9,0.0
UNIAO QUIMICA,Liris Solução de Uso Oftálmico - 10ml,7898636192182,35.99,39.99,4.0
AROVIDA,Volig 8mg com10 Comprimidos - Legrand,7896004774947,13.99,50.87,36.88
RANBAXY,Esomeprazol Magnésio 40mg com 28 Comprimidos - Ranbaxy Genérico,7897076914088,52.51,267.9,215.39
LEGRAND GENERICO,Rifamicina Spray 20ml - Legrand Genérico,7894916140478,27.03,27.03,0.0
EUROFARMA RX,Venlaxin 75mg com 60 Cápsulas - Eurofarma,7891317013585,165.67,201.13,35.46
EUROFARMA RX,"Gésico 37,5mg + 325mg com 10 Comprimidos - Eurofarma",7891317158224,30.88,37.29,6.41
JJ OTC,Tylenol DC 1g com 4 Comprimidos - JJ,7891010249298,8.79,8.79,0.0
EMS GENERICO,Hemitartarato de Zolpidem 10mg com 30 Comprimidos - EMS Genérico,7896004767130,13.99,72.25,58.26
EUROFARMA GENERICO,Cloridrato Sertralina 50mg com 30 Comprimidos - Eurofarma Genérico,7891317017385,23.7,91.14,67.44
ACHE RX,Sany D 50.000ui com 8 Cápsulas - Ache,7896658036804,114.39,134.58,20.19
CIFARMA,Flora B Gotas - 5ml,7908020503354,91.08,96.9,5.82
TEUTO SIMILAR,Beneum 300mg com 30 Comprimidos - Teuto,7896112103776,20.79,30.37,9.58
ACHE OTC,Dorilax DT 450mg 50mg + 35mg com 12 Comprimidos - Ache OTC,7896658026546,9.14,9.62,0.48
EUROFARMA GENERICO,Atorvastatina Cálcica 10mg com 30 Comprimidos - Eurofarma Genérico,7891317489328,12.67,73.85,61.18
EUROFARMA GENERICO,Valerato de Betametasona + Sulfato de Gentamicina + Tolnaftato + Clioquinol 20g - Eurofarma Genérico,7891317009113,28.96,31.59,2.63
MOMENTA,Quepsia LP 200mg com 30 Comprimidos - Momenta,7891317029234,343.61,412.9,69.29
UNIAO QUIMICA GENOM,Bio 5 com 30 Sachês - União Química,7896006212089,121.83,121.9,0.07
FARMOQUIMICA,Dolamin 250mg com 12 Comprimidos - Farmoquímica,7898040323769,44.15,49.06,4.91
EUROFARMA GENERICO,Atorvastatina Cálcica 20mg com 30 Comprimidos - Eurofarma Genérico,7891317489366,15.83,73.85,58.02
BIOSINTETICA GENERICO,Cloridrato de Duloxetina 60mg com 30 Cápsulas - Biosintetica Genérico,7896181925262,72.9,257.96,185.06
LUNDBECK,Rexulti 2mg com 30 Comprimidos - Lundbeck,5702150152176,425.07,477.4,52.33
BIOLAB RX,"Flux SR 1,5mg com 30 Comprimidos - Biolab",7896112402435,30.46,33.84,3.38
GEOLAB,Stomaliv Abacaxi - 1 Envelope de Pó Efervescente,7899095239487,1.89,1.99,0.1
WALDEMIRO,Forteviron Anti-Age - 60 comprimidos,7896677705323,64.19,82.9,18.71
WALDEMIRO,Forteviron - 120 comprimidos,7896677701523,129.46,143.9,14.44
PRATI DONADUZZI GENERICO,Cloridrato de Tramadol 50mg com 10 Comprimidos - PratiDonaduzzi Genérico,7899547518122,8.32,27.85,19.53
TORRENT GENERICO,Mirtazapina 45mg com 30 Comprimidos - Torrent Genérico,8903855083513,89.82,273.83,184.01
LEGRAND GENERICO,Cloridrat de Bupropiona 150mg com 60 Comprimidos - Legrand Genérico,7894916146685,58.01,200.52,142.51
LEGRAND GENERICO,Cloridrato de Bupropiona 150mg com 30 Comprimidos - Legrand Genérico,7894916146678,40.65,109.3,68.65
CIMED,Aceviton 1g com 30 Comprimidos Efervescentes - Cimed,7897947616288,23.9,38.87,14.97
PRATI DONADUZZI GENERICO,Lamotrigina 25mg com 30 Comprimidos - PratiDonaduzzi Genérico,7899547509458,15.09,29.73,14.64
APSEN,Inilok 40mg com 90 Comprimidos - Apsen,7896637031608,117.9,152.28,34.38
GLOBO GENERICO,Azitromicina 500mg com 3 Comprimidos - Globo Genérico,7898060132501,9.64,18.04,8.4
ASPEN,Deca Durabolin 50mg/ml com Ampola 1ml - Aspen,7895858000004,26.99,30.67,3.68
RECKITT BENCKISER RB,"Strepsils 8,75mg Mel e Limão - 24 pastilhas",7896222720863,41.0,43.16,2.16
PHARLAB,"Meloxicam 7,5mg com 10 Comprimidos - Pharlab Genérico",7898216366552,7.62,14.97,7.35
NOVA QUIMICA GENERICO,Aciclovir Creme 10gr - Nova Química Genérico,7895296446655,18.36,29.43,11.07
ALTHAIA,Cloridrato de Metilfenidato 10mg com 30 Comprimidos - Althaia Genérico,7898687730289,38.86,38.86,0.0
ALTHAIA,Cloridrato de Propafenona 300mg com 30 Comprimidos - Althaia Genérico,7898569761431,55.28,78.99,23.71
ACHE RX,Lutab 20mg com 30 Comprimidos - Ache,7896658035784,188.65,221.94,33.29
ACHE RX,Zirk 500mg com 5 Comprimidos - Ache,7896658026652,33.92,35.71,1.79
ACNASE,Naxotec 500mg com 10 Comprimidos - União Química,07896006212690,19.9,19.9,0.0
MEDLEY GENERICOS,Rosuvastatina Cálcica 10mg com 30 Comprimidos - Medley Genérico,7896422528580,15.9,55.21,39.31
NEO QUIMICA GENERICO,Nimesulida 100mg com 12 Comprimidos - Neo Química Genérico,7896714223841,4.78,21.1,16.32
TEUTO GENERICO,Hemitartarato de Zolpidem 10mg com 30 Comprimidos - Teuto Genérico,7896112103851,7.87,64.91,57.04
BELFAR,Maleato de Enalapril 5mg com 30 Comprimidos - Belfar Genérico,7897917005180,6.88,13.7,6.82
MEDLEY GENERICOS,Mirtazapina 30mg com 30 Comprimidos Orodispersíveis - Medley Genérico,7896422506069,81.2,170.76,89.56
MARJAN,Dozemast Sublingual 1000mcg com 90 Comprimidos - Marjan,7896226109640,198.75,256.2,57.45
LIBBS,Iumi ES com 120 Comprimidos - Libbs,7896094210295,177.9,240.88,62.98
APSEN,Eniagor Solução Capilar com 3 Frascos 50ml - Apsen,7896637032810,88.9,154.75,65.85
AROVIDA,Volig 4mg com 10 Comprimidos - Legrand,7896004774909,7.94,27.14,19.2
LEGRAND GENERICO,Mesalazina 800mg com 30  Comprimidos - Legrand Genérico,7894916142427,70.77,129.53,58.76
MARJAN,Vitergan Zinco Plus com 60 Comprimidos - Marjan,7896226109350,171.03,198.87,27.84
EMS,Ofolato D 1.000ui - 90 Comprimidos,7896094919457,159.21,204.9,45.69
GERMED GENERICO,Clonazepam Gotas 20ml - Germed Genérico,7896004712925,13.14,16.93,3.79
MARJAN,Vitergan Zinco com 60 Comprimidos - Marjan,7896226109336,142.02,165.14,23.12
EMS,Ofolato D 1.000ui - 30 Comprimidos,7896094919464,82.87,99.9,17.03
SANDOZ GENERICO,Valsartana + Anlodipino 160mg + 5mg com 28 Comprimidos - Sandoz Genérico,7897595634917,72.99,76.3,3.31
ZANPHY,Óleo Essencial - Melaleuca,745178200769,39.99,39.99,0.0
ZANPHY,Óleo Essencial - Alecrim,725765313706,39.99,39.99,0.0
ZANPHY,Óleo Essencial - Eucalipto,745178200752,39.99,39.99,0.0
ZANPHY,Óleo Essencial de Lavanda,745178200738,53.99,53.99,0.0
ACHE RX,Vie 10mg com 60 Comprimidos - Ache,7896658022210,74.18,87.27,13.09
APSEN,EniagorSolução Capilar 50ml Refil - Apsen,7896637032797,32.9,54.4,21.5
PROCTER  GAMBL,Spray Nasal Vick Primeira Proteção - 15ml,7500435177450,37.14,54.49,17.35
APSEN,Insit 25mg com 15 Cápsulas - Apsen,7896637029018,18.9,21.98,3.08
CIMED,Amoxicilina 250mg Suspensão de Uso Oral 150ml - Cimed Genérico,7896523208473,23.23,26.49,3.26
ARESE,Zirvit Vita com 30 Cápsulas - Arese,7899824401109,60.31,66.9,6.59
ZANPHY,Óleo Essencial Hortelã e Pimenta - Florata,745178200745,49.99,49.99,0.0
EMS GENERICO,"Carvedilol 3,125mg com 30 Comprimidos - EMS Genérico",7896004731261,9.9,46.33,36.43
EUROFARMA GENERICO,Acetato de Clormadinona + Etinilestradiol com 21 Comprimidos - Eurofarma Genérico,7891317154721,23.78,39.68,15.9
ACHE RX,Betadine Xarope 48mg com 30 Comprimidos - Ache,7896658030369,71.85,86.87,15.02
EUROFARMA GENERICO,Montelucaste 4mg Granulado com 30 Envelopes - Eurofarma Genérico,7891317154332,74.61,94.27,19.66
ACHE RX,"Cordarex 2,5mg com 60 Comprimidos - Ache",7896181927853,61.69,74.06,12.37
DIVCOM,Imecap Hair Max Shampoo - 200ml,7898040328108,67.68,77.9,10.22
DIVCOM,Imecap Hair Max Loção - 100ml,7898040328481,71.31,80.9,9.59
DIVCOM,Imecap Hair Max - 60 Cápsulas,7898040328733,62.18,75.49,13.31
APSEN,Probid - 5 cápsulas,7896637032230,30.59,35.9,5.31
FARMOQUIMICA,Xarope Abrilar Sabor Menta - 200ml,7898040328290,77.36,85.95,8.59
TEUTO SIMILAR,Venaflon 900+100mg com 60 Comprimidos - Teuto,7896112104070,114.54,253.06,138.52
UNIAO QUIMICA GENERICO,Diazepam 10mg com 30 Comprimidos - União Química Genérico,07896006205081,6.44,18.2,11.76
TEUTO SIMILAR,Venaflon 900+100mg com 30 Comprimidos - Teuto,7896112102908,80.11,133.2,53.09
PHARMASCIENCE,Azitromicina 500mg com 3 Comprimidos - Pharmascience Genérico,7898014565416,12.14,21.98,9.84
BIOLAB RX,Dozoito 25mg com 30 Comprimidos - Biolab,7896112402664,19.33,34.7,15.37
EMS,Rinosoro Jet XT Spray Infantil com 100ml - Hypera,7896094920033,57.16,64.95,7.79
BIOLAB RX,Dozoito 50mg com 30 Comprimidos - Biolab,7896112402671,60.29,72.83,12.54
BESINS,Vagifem 10mg com 18 Comprimidos - GSK,7898948648377,130.94,150.36,19.42
SUPERA,Diupress 25 + 5mg com 30 Comprimidos - Supera,7891317010065,37.79,45.1,7.31
GLENMARK GENERICO,Diproprianato de Beclometasona para Inalação 250mcg com 200 doses - Glenmark Genérico,7897473207103,46.69,68.68,21.99
GROSS,Etna com 180 Cápsulas - Gross,7892828001771,504.83,560.92,56.09
PRATI DONADUZZI GENERICO,"Cabergolina 0,5mg com 8 Comprimidos - PratiDonaduzzi Genérico",7899547510928,91.02,262.01,170.99
MEDQUIMICA GENERICO,Dipirona Gotas 10ml - Medquímica Genérico,7896862918262,3.77,6.49,2.72
TEUTO GENERICO,Valsartana 80mg com 30  Comprimidos - Teuto Genérico,7896112192466,27.96,62.44,34.48
EUROFARMA GENERICO,Citalopram 20mg com 30 Comprimidos - Eurofarma Genérico,7891317472009,11.49,90.19,78.7
DELTA,Tandene com 30 Comprimidos - Delta,7893454100685,12.99,27.29,14.3
EMS,Estomazil abacaxi 5g com 6 Envelopes - Hypera,7896094921207,12.65,14.71,2.06
ASEPXIA,Novalgina 1g com 4 Comprimidos - Sanofi,7891058011222,9.85,11.45,1.6
ACHE RX,Regressa 16mg com 30 Cápsulas - Ache,7896658029240,183.62,216.02,32.4
ACHE RX,Divena 40mg com 60 Comprimidos - Ache,7896658027611,97.68,113.58,15.9
EMS,Apracur Duo 500mg + 2mg + 30mg com 12 Comprimidos - Hypera,7896094919044,12.95,14.39,1.44
CIFARMA SIMILAR,Gripeol xpe 100ml,7898158691279,21.41,43.78,22.37
EMS,Apracur Duo 500mg + 2mg + 30mg com 20 Comprimidos - Hypera,7896094919631,20.7,23.0,2.3
GERMED GENERICO,Ivermectina 6mg com 4 Comprimidos - Germed Genérico,7896004777801,15.99,35.17,19.18
EMS GENERICO,Paracetamol Gotas 15ml - Ems Genérico,7896004700038,7.02,11.3,4.28
BIOLAB GENERICO,Bromidrato de Galantamina 24mg com 30 Cápsulas - Biolab Genérico,7899551305688,135.52,285.9,150.38
UNICHEM,Cloridrato de Donepezila 5mg com 30 Comprimidos - Unichem Genérico,7898912190307,17.42,124.85,107.43
GEOLAB,Miracálcio Vit D com 60 Comprimidos - Geolab,7899095260993,48.4,76.1,27.7
ACHE RX,Gaeso 20mg com 28 Comprimidos Liberação Retardada - Ache,7896658034466,56.15,89.79,33.64
ACHE RX,Gaeso 40mg com 28 Comprimidos de Liberação Retardada - Ache,7896658034435,68.13,179.65,111.52
ZANPHY,Floral Pet - Adaptação e Transição,745178200790,24.99,24.99,0.0
UNICHEM,Cloridrato de Memantina 10mg com 30 Comprimidos - Unichem Genérico,7898912189585,19.57,117.96,98.39
ZANPHY,Floral Kids - Pesadelo e Sono,0745125000480,29.99,29.99,0.0
ZANPHY,Floral Kids - Ansiedade,0745125000442,29.99,29.99,0.0
ZANPHY,Floral - Ansiedade,745125000312,29.99,29.99,0.0
EMS,Addera D3 Gotas 400ui com 10ml - Hypera,7896094920507,94.47,121.9,27.43
ZANPHY,Floral Pet - Carência e Abandono,745178200820,24.99,24.99,0.0
ZANPHY,Floral - Parar de Fumar,0745125000527,24.99,24.99,0.0
ZANPHY,Floral - Adolescência e Estudos,0745125000305,24.99,24.99,0.0
ZANPHY,Floral - Menopausa e Tpm,0745125000510,24.99,24.99,0.0
ZANPHY,Floral Kids - Teimosia,0745125000497,24.99,24.99,0.0
ACHE RX,Cefalium One 750mg com 20 Comprimidos - Ache,7896658036057,25.6,28.44,2.84
FEELCLEAN,Dorzal Solução Oftálmica 5ml - Legrand,7896004757957,70.01,81.34,11.33
ZANPHY,Floral Pet - Agressividade,745178200806,24.99,24.99,0.0
ZANPHY,Floral Pet - Stress,745178200875,24.99,24.99,0.0
ZANPHY,Floral Pet - Coprofagia,745178200837,24.99,24.99,0.0
ZANPHY,Floral - Cansaço Físico e Mental,0745125000343,24.99,24.99,0.0
ZANPHY,Floral - Estímulo da Líbido,0745125000398,24.99,24.99,0.0
ZANPHY,Floral - Resgate SOS,0745125000565,24.99,24.99,0.0
RANBAXY,Axetilcefuroxima 500mg com 14 Comprimidos - Ranbaxy Genérico,7897076918857,82.46,188.57,106.11
ZANPHY,Floral - Depressão,0745125000367,24.99,24.99,0.0
ZANPHY,Floral Pet - Desobediência,745178200844,24.99,24.99,0.0
ZANPHY,Floral - Desânimo e Tristeza,0745125000374,24.99,24.99,0.0
ZANPHY,Floral - Baixa Imunidade,0745125000336,24.99,24.99,0.0
ZANPHY,Floral Pet - Ansiedade,745178200813,24.99,24.99,0.0
ZANPHY,Floral - Redução de Peso,0745125000541,24.99,24.99,0.0
ZANPHY,Floral Kids - Choro,0745125000459,24.99,24.99,0.0
ZANPHY,Floral Pet - Automutilação,745178200783,24.99,24.99,0.0
ZANPHY,Floral Pet - Medos e Traumas,745178200851,24.99,24.99,0.0
ZANPHY,Floral - Tensão e Stress,0745125000589,24.99,24.99,0.0
ZANPHY,Floral Kids - Adaptação Escolar,0745125000435,19.99,19.99,0.0
ZANPHY,Floral - Vícios,0745125000596,24.99,24.99,0.0
ZANPHY,Floral - Falta de Memória,0745125000404,24.99,24.99,0.0
ZANPHY,Floral Kids - Hiperatividade,0745125000473,29.99,29.99,0.0
ZANPHY,Floral - Reparação do Sono,745178200868,29.99,29.99,0.0
ZANPHY,Floral - Insegurança e Indecisão,0745125000428,24.99,24.99,0.0
CIMED,Paracetamol Gotas 15ml - Cimed Genérico,7896523201467,7.76,12.29,4.53
ACHE RX,Betadine Xarope 32mg com 30 Comprimidos - Ache,7896658030345,53.57,65.06,11.49
TORRENT,Iccor 5mg com 30 Comprimidos - Torrent,8902220114265,53.75,72.33,18.58
TORRENT,"Iccor 2,5mg com 30 Comprimidos - Torrent",8902220114180,46.81,61.42,14.61
TORRENT,Menelat ODT 15mg com 30 Comprimidos - Torrent,8903855082813,68.4,86.9,18.5
ACHE RX,Clopin Duo 75mg+100mg com 30 Comprimidos - Ache,7896658032431,70.47,83.4,12.93
DIVCOM,Imecap Face Colágeno - 30 Sachês,7898040328566,62.85,77.9,15.05
DIVCOM,Calcitran Mdk - 30 Comprimidos,7898040328573,46.57,55.9,9.33
EUROFARMA GENERICO,Prednisolona 40mg com 7 Comprimidos - Eurofarma Genérico,07891317004330,23.81,41.2,17.39
EMS GENERICO,Pentoxifilina 400mg com 20 Comprimidos - EMS Genérico,7896004700953,61.09,61.09,0.0
ACHE RX,Nebitah 5mg com 30 Comprimidos - Ache,7896658035067,43.25,51.49,8.24
EUROFARMA GENERICO,Olmesartana 20mg com 30 Comprimidos - Eurofarma Genérico,7891317121198,36.78,48.63,11.85
MYRALIS,Dprev Tripla Ação com 30 Comprimidos - Myralis,7898430193941,42.02,49.9,7.88
DELTA,Cetoconazol + Betametasona + Neomicina Creme 30g - Delta Genérico,7893454101613,18.03,31.36,13.33
GLOBO GENERICO,Cloridrato de Ciclobenzaprina 5mg com 30 Comprimidos - Globo Genérico,7898060139920,5.72,18.47,12.75
EUROFARMA GENERICO,Tinidazol + Nitrato de Miconazol Creme Vaginal 40g - Eurofarma Genérico,7891317009168,28.31,30.08,1.77
GERMED GENERICO,Cefalexina 1g com 8 Comprimidos - Germed Genérico,7896004712598,59.42,94.1,34.68
ASEPXIA,OsCal D 500mg +1000UI com 60 Comprimidos - Sanofi,7891058022730,140.17,164.9,24.73
BESINS,Ogestan Pré - 90 cápsulas,7898948648612,173.87,187.99,14.12
GLOBO GENERICO,Cloridrato de Ciclobenzaprina 5mg com 15 Comprimidos - Globo Genérico,7898060139913,6.62,11.89,5.27
EMS,Merthiolate Spray - 30ml,7896094917354,23.69,27.55,3.86
EMS,Macrodantina 100mg com 40 Cápsulas - Hypera,7896094920453,22.74,23.94,1.2
BIOLAB RX,Ablok 100mg com 30 Comprimidos - Biolab RX,7896241225530,49.74,60.84,11.1
SERVIER,Vastarel Caps LP 80mg com 30 Cápsulas - Servier,7898029558755,173.09,203.64,30.55
EMS,Maracugina PI 840mg com 20 Comprimidos - Hypera,7896094918894,49.37,57.41,8.04
RANBAXY,Celecoxibe 200mg com 15 Cápsulas - Ranbaxy Genérico,7897076922250,42.39,70.74,28.35
TORRENT GENERICO,"Cloridrato de Venlafaxina 37,5mg com 30 Cápsulas - Torrent Genérico",8903855073132,23.15,51.4,28.25
EUROFARMA GENERICO,Olmesartana 40mg com 30 Comprimidos  - Eurofarma Genérico,7891317121235,29.84,51.14,21.3
TEUTO GENERICO,Cetoconazol + Betametasona Creme 30g - Teuto Genérico,7896112126744,13.3,23.5,10.2
HEALTH LABS,Zinco Quelato com 60 Cápsulas - Health Labs,7898655576543,25.99,25.99,0.0
MOMENTA,Riposo SL 5mg com 30 Comprimidos - Momenta,7891317015770,61.17,75.87,14.7
BAYER OTC,Flanax 275mg com 8 Comprimidos - Bayer,7891106913683,12.31,13.99,1.68
NEO QUIMICA GENERICO,Valsartana 160mg com 30 Comprimidos - Neo Química Genérico,7896714241319,23.41,66.48,43.07
LIBBS,Natifa Pro UBD com 28 Comprimidos - Libbs,7896094208506,72.23,95.68,23.45
MARJAN,Caldê Mdk 1000ui - 60 Comprimidos,7896226109558,114.89,146.99,32.1
EUROFARMA GENERICO,Aciclovir 200mg com 25 Comprimidos - Eurofarma Genéricos,7891317001513,33.9,102.66,68.76
